,gameid,run_total,venue_name,home_team,away_team,game_date,status,temp,weather_category,division,league
19949,490910,14,Rogers Centre,Toronto Blue Jays,New York Yankees,2017-06-01,Final,63,cloudy,AL_east,AL
19950,490911,8,Progressive Field,Cleveland Indians,Oakland Athletics,2017-06-01,Final,65,sunny,AL_central,AL
19951,490912,12,Marlins Park,Miami Marlins,Arizona Diamondbacks,2017-06-02,Final,74,roof closed,NL_east,NL
19952,490913,5,Great American Ball Park,Cincinnati Reds,Atlanta Braves,2017-06-02,Final,85,clear,NL_central,NL
19953,490914,5,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,2017-06-02,Final,78,partly cloudy,AL_east,AL
19954,490915,20,Comerica Park,Detroit Tigers,Chicago White Sox,2017-06-02,Final,79,partly cloudy,AL_central,AL
19955,490916,4,Kauffman Stadium,Kansas City Royals,Cleveland Indians,2017-06-02,Final,83,partly cloudy,AL_central,AL
19956,490917,13,PETCO Park,San Diego Padres,Colorado Rockies,2017-06-02,Final,65,cloudy,NL_west,NL
19957,490918,8,Rangers Ballpark in Arlington,Texas Rangers,Houston Astros,2017-06-02,Final,69,cloudy,AL_west,AL
19958,490919,3,Miller Park,Milwaukee Brewers,Los Angeles Dodgers,2017-06-02,Final,80,clear,NL_central,NL
19959,490920,16,Angel Stadium of Anaheim,Los Angeles Angels,Minnesota Twins,2017-06-02,Final,76,clear,AL_west,AL
19960,490921,12,Rogers Centre,Toronto Blue Jays,New York Yankees,2017-06-02,Final,65,clear,AL_east,AL
19961,490922,19,Citi Field,New York Mets,Pittsburgh Pirates,2017-06-02,Final,74,clear,NL_east,NL
19962,490923,10,Citizens Bank Park,Philadelphia Phillies,San Francisco Giants,2017-06-02,Final,76,partly cloudy,NL_east,NL
19963,490924,5,Wrigley Field,Chicago Cubs,St. Louis Cardinals,2017-06-02,Final,80,sunny,NL_central,NL
19964,490925,16,Safeco Field,Seattle Mariners,Tampa Bay Rays,2017-06-02,Final,70,clear,AL_west,AL
19965,490926,16,Oakland Coliseum,Oakland Athletics,Washington Nationals,2017-06-02,Final,64,partly cloudy,AL_west,AL
19966,490927,3,Marlins Park,Miami Marlins,Arizona Diamondbacks,2017-06-03,Final,72,roof closed,NL_east,NL
19967,490928,11,Great American Ball Park,Cincinnati Reds,Atlanta Braves,2017-06-03,Final,87,partly cloudy,NL_central,NL
19968,490929,7,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,2017-06-03,Final,83,clear,AL_east,AL
19969,490930,11,Comerica Park,Detroit Tigers,Chicago White Sox,2017-06-03,Final,76,cloudy,AL_central,AL
19970,490931,17,Kauffman Stadium,Kansas City Royals,Cleveland Indians,2017-06-03,Final,85,partly cloudy,AL_central,AL
19971,490932,11,PETCO Park,San Diego Padres,Colorado Rockies,2017-06-03,Final,66,overcast,NL_west,NL
19972,490933,11,Rangers Ballpark in Arlington,Texas Rangers,Houston Astros,2017-06-03,Final,79,cloudy,AL_west,AL
19973,490934,18,Miller Park,Milwaukee Brewers,Los Angeles Dodgers,2017-06-03,Final,76,partly cloudy,NL_central,NL
19974,490935,9,Angel Stadium of Anaheim,Los Angeles Angels,Minnesota Twins,2017-06-03,Final,69,clear,AL_west,AL
19975,490936,7,Rogers Centre,Toronto Blue Jays,New York Yankees,2017-06-03,Final,64,sunny,AL_east,AL
19976,490937,6,Citi Field,New York Mets,Pittsburgh Pirates,2017-06-03,Final,73,partly cloudy,NL_east,NL
19977,490938,8,Citizens Bank Park,Philadelphia Phillies,San Francisco Giants,2017-06-03,Final,76,sunny,NL_east,NL
19978,490939,8,Wrigley Field,Chicago Cubs,St. Louis Cardinals,2017-06-03,Final,73,cloudy,NL_central,NL
19979,490940,11,Safeco Field,Seattle Mariners,Tampa Bay Rays,2017-06-03,Final,64,partly cloudy,AL_west,AL
19980,490941,14,Oakland Coliseum,Oakland Athletics,Washington Nationals,2017-06-03,Final,68,cloudy,AL_west,AL
19981,490942,11,Marlins Park,Miami Marlins,Arizona Diamondbacks,2017-06-04,Final,74,roof closed,NL_east,NL
19982,490943,21,Great American Ball Park,Cincinnati Reds,Atlanta Braves,2017-06-04,Final,86,partly cloudy,NL_central,NL
19983,490944,10,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,2017-06-04,Final,85,partly cloudy,AL_east,AL
19984,490945,11,Comerica Park,Detroit Tigers,Chicago White Sox,2017-06-04,Final,74,sunny,AL_central,AL
19985,490946,8,Kauffman Stadium,Kansas City Royals,Cleveland Indians,2017-06-04,Final,76,overcast,AL_central,AL
19986,490947,4,PETCO Park,San Diego Padres,Colorado Rockies,2017-06-04,Final,66,overcast,NL_west,NL
19987,490948,9,Rangers Ballpark in Arlington,Texas Rangers,Houston Astros,2017-06-04,Final,83,partly cloudy,AL_west,AL
19988,490949,3,Miller Park,Milwaukee Brewers,Los Angeles Dodgers,2017-06-04,Final,85,partly cloudy,NL_central,NL
19989,490950,5,Angel Stadium of Anaheim,Los Angeles Angels,Minnesota Twins,2017-06-04,Final,74,sunny,AL_west,AL
19990,490951,5,Rogers Centre,Toronto Blue Jays,New York Yankees,2017-06-04,Final,68,roof closed,AL_east,AL
19991,490952,12,Citi Field,New York Mets,Pittsburgh Pirates,2017-06-04,Final,68,cloudy,NL_east,NL
19992,490953,16,Citizens Bank Park,Philadelphia Phillies,San Francisco Giants,2017-06-04,Final,79,cloudy,NL_east,NL
19993,490954,13,Wrigley Field,Chicago Cubs,St. Louis Cardinals,2017-06-04,Final,85,partly cloudy,NL_central,NL
19994,490955,8,Safeco Field,Seattle Mariners,Tampa Bay Rays,2017-06-04,Final,60,partly cloudy,AL_west,AL
19995,490956,21,Oakland Coliseum,Oakland Athletics,Washington Nationals,2017-06-04,Final,68,sunny,AL_west,AL
19996,490957,10,Kauffman Stadium,Kansas City Royals,Houston Astros,2017-06-05,Final,91,clear,AL_central,AL
19997,490958,4,Wrigley Field,Chicago Cubs,Miami Marlins,2017-06-05,Final,60,clear,NL_central,NL
19998,490959,15,SunTrust Park,Atlanta Braves,Philadelphia Phillies,2017-06-05,Final,72,overcast,NL_east,NL
19999,490960,9,Miller Park,Milwaukee Brewers,San Francisco Giants,2017-06-05,Final,71,clear,NL_central,NL
20000,490961,6,Great American Ball Park,Cincinnati Reds,St. Louis Cardinals,2017-06-05,Final,73,partly cloudy,NL_central,NL
20001,490962,8,Oakland Coliseum,Oakland Athletics,Toronto Blue Jays,2017-06-05,Final,66,partly cloudy,AL_west,AL
20002,490963,6,Dodger Stadium,Los Angeles Dodgers,Washington Nationals,2017-06-05,Final,69,clear,NL_west,NL
20003,490964,9,Yankee Stadium,New York Yankees,Boston Red Sox,2017-06-06,Final,54,overcast,AL_east,AL
20004,490965,6,Tropicana Field,Tampa Bay Rays,Chicago White Sox,2017-06-06,Final,72,dome,AL_east,AL
20005,490966,14,Coors Field,Colorado Rockies,Cleveland Indians,2017-06-06,Final,72,partly cloudy,NL_west,NL
20006,490967,16,Kauffman Stadium,Kansas City Royals,Houston Astros,2017-06-06,Final,82,clear,AL_central,AL
20007,490968,8,Comerica Park,Detroit Tigers,Los Angeles Angels,2017-06-06,Final,62,cloudy,AL_central,AL
20008,490969,12,Wrigley Field,Chicago Cubs,Miami Marlins,2017-06-06,Final,67,clear,NL_central,NL
20009,490970,15,Safeco Field,Seattle Mariners,Minnesota Twins,2017-06-06,Final,80,clear,AL_west,AL
20010,490971,18,Rangers Ballpark in Arlington,Texas Rangers,New York Mets,2017-06-06,Final,90,partly cloudy,AL_west,AL
20011,490972,4,SunTrust Park,Atlanta Braves,Philadelphia Phillies,2017-06-06,Final,78,cloudy,NL_east,NL
20012,490973,11,Oriole Park at Camden Yards,Baltimore Orioles,Pittsburgh Pirates,2017-06-06,Final,75,partly cloudy,AL_east,AL
20013,490974,12,Chase Field,Arizona Diamondbacks,San Diego Padres,2017-06-06,Final,80,roof closed,NL_west,NL
20014,490975,7,Miller Park,Milwaukee Brewers,San Francisco Giants,2017-06-06,Final,72,clear,NL_central,NL
20015,490976,14,Great American Ball Park,Cincinnati Reds,St. Louis Cardinals,2017-06-06,Final,77,partly cloudy,NL_central,NL
20016,490977,5,Oakland Coliseum,Oakland Athletics,Toronto Blue Jays,2017-06-06,Final,63,clear,AL_west,AL
20017,490978,3,Dodger Stadium,Los Angeles Dodgers,Washington Nationals,2017-06-06,Final,66,cloudy,NL_west,NL
20018,490979,8,Yankee Stadium,New York Yankees,Boston Red Sox,2017-06-07,Final,68,clear,AL_east,AL
20019,490980,4,Tropicana Field,Tampa Bay Rays,Chicago White Sox,2017-06-07,Final,72,dome,AL_east,AL
20020,490981,9,Coors Field,Colorado Rockies,Cleveland Indians,2017-06-07,Final,81,partly cloudy,NL_west,NL
20021,490982,12,Kauffman Stadium,Kansas City Royals,Houston Astros,2017-06-07,Final,80,clear,AL_central,AL
20022,490983,4,Comerica Park,Detroit Tigers,Los Angeles Angels,2017-06-07,Final,72,clear,AL_central,AL
20023,490984,11,Wrigley Field,Chicago Cubs,Miami Marlins,2017-06-07,Final,73,partly cloudy,NL_central,NL
20024,490985,11,Safeco Field,Seattle Mariners,Minnesota Twins,2017-06-07,Final,78,cloudy,AL_west,AL
20025,490986,7,Rangers Ballpark in Arlington,Texas Rangers,New York Mets,2017-06-07,Final,86,partly cloudy,AL_west,AL
20026,490987,15,SunTrust Park,Atlanta Braves,Philadelphia Phillies,2017-06-07,Final,77,cloudy,NL_east,NL
20027,490988,15,Oriole Park at Camden Yards,Baltimore Orioles,Pittsburgh Pirates,2017-06-07,Final,67,cloudy,AL_east,AL
20028,490989,11,Chase Field,Arizona Diamondbacks,San Diego Padres,2017-06-07,Final,80,roof closed,NL_west,NL
20029,490990,9,Miller Park,Milwaukee Brewers,San Francisco Giants,2017-06-07,Final,75,clear,NL_central,NL
20030,490991,10,Great American Ball Park,Cincinnati Reds,St. Louis Cardinals,2017-06-07,Final,65,overcast,NL_central,NL
20031,490992,12,Oakland Coliseum,Oakland Athletics,Toronto Blue Jays,2017-06-07,Final,64,overcast,AL_west,AL
20032,490993,3,Dodger Stadium,Los Angeles Dodgers,Washington Nationals,2017-06-07,Final,67,overcast,NL_west,NL
20033,490994,10,Yankee Stadium,New York Yankees,Boston Red Sox,2017-06-08,Final,62,cloudy,AL_east,AL
20034,490995,12,Tropicana Field,Tampa Bay Rays,Chicago White Sox,2017-06-08,Final,72,dome,AL_east,AL
20035,490996,5,Wrigley Field,Chicago Cubs,Colorado Rockies,2017-06-08,Final,74,partly cloudy,NL_central,NL
20036,490997,7,Kauffman Stadium,Kansas City Royals,Houston Astros,2017-06-08,Final,81,clear,AL_central,AL
20037,490998,15,Comerica Park,Detroit Tigers,Los Angeles Angels,2017-06-08,Final,72,sunny,AL_central,AL
20038,490999,8,PNC Park,Pittsburgh Pirates,Miami Marlins,2017-06-08,Final,67,cloudy,NL_central,NL
20039,491000,3,Safeco Field,Seattle Mariners,Minnesota Twins,2017-06-08,Final,63,partly cloudy,AL_west,AL
20040,491001,4,SunTrust Park,Atlanta Braves,Philadelphia Phillies,2017-06-08,Final,73,partly cloudy,NL_east,NL
20041,491002,18,Chase Field,Arizona Diamondbacks,San Diego Padres,2017-06-08,Final,77,roof closed,NL_west,NL
20042,491003,14,Miller Park,Milwaukee Brewers,San Francisco Giants,2017-06-08,Final,81,partly cloudy,NL_central,NL
20043,491004,7,Great American Ball Park,Cincinnati Reds,St. Louis Cardinals,2017-06-08,Final,73,partly cloudy,NL_central,NL
20044,491005,10,Yankee Stadium,New York Yankees,Baltimore Orioles,2017-06-09,Final,81,partly cloudy,AL_east,AL
20045,491006,10,Progressive Field,Cleveland Indians,Chicago White Sox,2017-06-09,Final,70,cloudy,AL_central,AL
20046,491007,9,Dodger Stadium,Los Angeles Dodgers,Cincinnati Reds,2017-06-09,Final,67,partly cloudy,NL_west,NL
20047,491008,8,Wrigley Field,Chicago Cubs,Colorado Rockies,2017-06-09,Final,85,sunny,NL_central,NL
20048,491009,8,Fenway Park,Boston Red Sox,Detroit Tigers,2017-06-09,Final,71,partly cloudy,AL_east,AL
20049,491010,9,PETCO Park,San Diego Padres,Kansas City Royals,2017-06-09,Final,70,clear,NL_west,NL
20050,491011,13,Minute Maid Park,Houston Astros,Los Angeles Angels,2017-06-09,Final,83,cloudy,AL_west,AL
20051,491012,19,PNC Park,Pittsburgh Pirates,Miami Marlins,2017-06-09,Final,75,cloudy,NL_central,NL
20052,491013,14,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,2017-06-09,Final,104,clear,NL_west,NL
20053,491014,4,AT&T Park,San Francisco Giants,Minnesota Twins,2017-06-09,Final,59,partly cloudy,NL_west,NL
20054,491015,5,SunTrust Park,Atlanta Braves,New York Mets,2017-06-09,Final,81,partly cloudy,NL_east,NL
20055,491016,17,Tropicana Field,Tampa Bay Rays,Oakland Athletics,2017-06-09,Final,72,dome,AL_east,AL
20056,491017,5,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,2017-06-09,Final,85,clear,NL_central,NL
20057,491018,7,Nationals Park,Washington Nationals,Texas Rangers,2017-06-09,Final,81,partly cloudy,NL_east,NL
20058,491019,6,Safeco Field,Seattle Mariners,Toronto Blue Jays,2017-06-09,Final,61,roof closed,AL_west,AL
20059,491020,19,Yankee Stadium,New York Yankees,Baltimore Orioles,2017-06-10,Final,85,partly cloudy,AL_east,AL
20060,491021,8,Progressive Field,Cleveland Indians,Chicago White Sox,2017-06-10,Final,85,partly cloudy,AL_central,AL
20061,491022,9,Dodger Stadium,Los Angeles Dodgers,Cincinnati Reds,2017-06-10,Final,69,partly cloudy,NL_west,NL
20062,491023,10,Wrigley Field,Chicago Cubs,Colorado Rockies,2017-06-10,Final,88,partly cloudy,NL_central,NL
20063,491024,14,Fenway Park,Boston Red Sox,Detroit Tigers,2017-06-10,Final,78,partly cloudy,AL_east,AL
20064,491025,18,PETCO Park,San Diego Padres,Kansas City Royals,2017-06-10,Final,67,overcast,NL_west,NL
20065,491026,4,Minute Maid Park,Houston Astros,Los Angeles Angels,2017-06-10,Final,73,roof closed,AL_west,AL
20066,491027,13,PNC Park,Pittsburgh Pirates,Miami Marlins,2017-06-10,Final,82,partly cloudy,NL_central,NL
20067,491028,5,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,2017-06-10,Final,100,clear,NL_west,NL
20068,491029,5,AT&T Park,San Francisco Giants,Minnesota Twins,2017-06-10,Final,64,partly cloudy,NL_west,NL
20069,491030,9,SunTrust Park,Atlanta Braves,New York Mets,2017-06-10,Final,82,partly cloudy,NL_east,NL
